"Gender","MaritalStatus","NumDependents","Age","Income","EducationLevel","Tenure","CustomerSegment","CommChannel","CreditScore","CreditHistLength","OutstandingLoans","Churn","Balance","NumProducts","NumComplaints"
"Female","Married",5,62,89906.06,"High School",28,"SME","Email",567,19,31069.47,"0",210577.67,3,8
"Male","Divorced",0,19,99174.45,"Master's",19,"Corporate","Email",709,21,17912.96,"0",153704.48,3,3
"Male","Single",5,38,40002.43,"Diploma",17,"Retail","Phone",639,20,40434.54,"0",95496.32,3,9
"Female","Divorced",1,68,13090.17,"Bachelor's",20,"Retail","Phone",662,23,4804.5,"0",119970.87,5,6
"Male","Married",3,72,63767.48,"Diploma",6,"Corporate","Phone",404,6,12718.77,"0",85419.44,3,8
"Male","Divorced",3,25,26442.4,"Bachelor's",6,"SME","Phone",832,20,44589.27,"0",244418.81,1,4
"Female","Single",0,62,14517.56,"Diploma",26,"Corporate","Phone",381,19,42637.72,"0",206383.86,2,3
"Female","Single",3,25,40277.83,"Master's",10,"SME","Phone",449,2,5432.8,"0",89900.81,4,9
"Male","Married",5,38,45599.09,"Master's",21,"Corporate","Email",373,21,45063.21,"0",113528.04,4,9
"Female","Married",2,18,59915.63,"Bachelor's",21,"Corporate","Email",389,20,45336.01,"1",28137.34,2,9
"Male","Married",3,67,78594.35,"Diploma",19,"SME","Phone",799,5,29067.99,"0",176748.88,2,8
"Female","Divorced",5,44,32198.91,"Bachelor's",29,"Corporate","Phone",438,29,30867.11,"0",226397.09,5,10
"Female","Divorced",1,56,39041.37,"Master's",27,"SME","Email",546,26,23953.31,"0",199337.49,5,0
"Male","Married",5,29,30114.98,"High School",7,"SME","Phone",701,18,4063.19,"0",176676.09,3,8
"Male","Single",0,43,86499.58,"Bachelor's",27,"Corporate","Email",446,3,41695.1,"0",242375.3,3,0
"Male","Divorced",2,48,29606.79,"Master's",16,"Retail","Phone",727,23,28662.94,"0",12885.27,2,3
"Male","Divorced",1,65,53520.58,"Diploma",5,"SME","Phone",830,4,21817.07,"0",150798.25,2,5
"Male","Divorced",4,26,71114.27,"High School",10,"SME","Email",506,30,22732.2,"0",78361.31,4,3
"Male","Single",1,63,8210.88,"Bachelor's",29,"Corporate","Email",330,4,25267.58,"0",220035.72,3,3
"Female","Divorced",0,55,60727.03,"Diploma",3,"Retail","Phone",822,6,47445.24,"0",219695.81,2,7
"Male","Divorced",0,42,49803.04,"High School",20,"SME","Phone",418,23,20582.2,"1",22550.65,3,10
"Male","Single",1,32,15580.54,"Bachelor's",22,"Retail","Phone",607,4,9184.26,"0",89231.23,3,9
"Male","Single",2,54,27342.2,"Master's",5,"Corporate","Email",612,9,40831.99,"0",207783.1,5,7
"Male","Married",4,60,19193.26,"High School",17,"Retail","Email",766,8,39009.46,"0",48856.35,3,0
"Male","Single",3,37,76908.87,"Diploma",14,"Retail","Email",492,23,37098.61,"0",91265.86,3,10
"Female","Single",3,25,62477.1,"High School",30,"SME","Phone",737,4,2877.25,"0",159535.36,3,2
"Male","Divorced",3,51,79261.06,"Diploma",25,"Corporate","Email",397,15,7089.07,"1",45845.48,1,4
"Male","Married",5,57,92963.02,"Bachelor's",14,"Retail","Email",362,6,40634.24,"0",121554.95,4,10
"Female","Married",3,20,29136.28,"Bachelor's",6,"SME","Email",780,1,18239.56,"0",117867.64,4,2
"Female","Divorced",5,36,67177.02,"Bachelor's",21,"SME","Email",426,17,8230.17,"0",186271.07,4,7
"Male","Married",0,31,55626.8,"High School",13,"Corporate","Phone",815,7,3334.34,"0",79593.35,3,9
"Male","Divorced",2,68,58551.64,"Master's",14,"Corporate","Phone",632,16,36130.69,"0",48586.12,3,7
"Female","Married",4,41,31630.3,"Diploma",17,"SME","Email",789,1,38048.27,"0",57597.08,4,7
"Male","Single",4,74,30931.39,"Master's",6,"SME","Phone",306,4,35954.32,"0",123487.45,2,8
"Male","Divorced",4,58,22818.31,"Master's",12,"SME","Email",831,8,39639.98,"0",233792.42,3,6
"Female","Single",1,22,71452.59,"Bachelor's",17,"SME","Phone",810,20,49565.4,"0",121249.58,2,9
"Female","Single",5,72,13096.39,"Diploma",5,"SME","Email",633,9,39950.66,"0",143110.91,5,3
"Male","Married",4,57,70907.51,"High School",2,"SME","Phone",528,10,46323.28,"0",164366.1,5,4
"Female","Divorced",1,30,25754.8,"Diploma",26,"Corporate","Email",782,7,7681.49,"0",200661.85,5,8
"Male","Divorced",2,56,42658.56,"Bachelor's",27,"Retail","Email",519,27,22539.45,"1",11683.19,2,5
"Female","Single",1,22,33118.21,"Master's",23,"SME","Email",356,6,42794.19,"0",237606.03,4,4
"Female","Divorced",1,64,7175.13,"Bachelor's",18,"Retail","Phone",774,12,40827.66,"1",6662.31,1,10
"Female","Married",5,31,73411.78,"Master's",26,"Retail","Phone",330,20,11528.18,"0",12248.46,5,0
"Female","Married",5,22,47012.62,"Master's",14,"SME","Phone",674,7,33814.2,"0",10311.45,2,0
"Female","Married",3,66,20379.79,"Bachelor's",23,"Corporate","Email",519,28,21034.51,"0",122749.07,1,1
"Female","Divorced",5,54,39074.93,"High School",13,"Corporate","Email",735,30,42778.13,"0",161036.73,1,3
"Male","Divorced",4,58,9641.22,"Bachelor's",8,"Retail","Email",478,19,14168.54,"1",39155.76,3,7
"Female","Married",3,25,84695.41,"Master's",7,"Retail","Email",508,5,45457.47,"0",60974.92,5,8
"Male","Single",5,41,76477.57,"Bachelor's",4,"Corporate","Phone",309,23,2179.16,"0",210385.49,1,5
"Female","Divorced",5,48,40692.08,"Master's",16,"Corporate","Email",846,29,45712.72,"0",35625.39,3,10
"Male","Married",0,70,27761.87,"Master's",25,"Corporate","Phone",839,23,43629.5,"0",217879.93,5,8
"Male","Single",0,52,9686.1,"Master's",5,"Corporate","Phone",616,16,41737.16,"0",27754.52,5,5
"Female","Married",3,45,8595.08,"Bachelor's",5,"Corporate","Email",511,27,35476.9,"0",220655.48,2,9
"Male","Divorced",1,44,67136,"Bachelor's",2,"SME","Email",564,29,35505.01,"0",36664.09,1,0
"Female","Divorced",4,75,17537.53,"Bachelor's",28,"Corporate","Phone",415,28,9890.31,"0",139025.38,4,8
"Female","Single",1,66,50565.25,"High School",19,"SME","Phone",593,21,42424.41,"0",93307.06,5,6
"Female","Single",0,41,82473.16,"Bachelor's",24,"Corporate","Email",559,29,22270,"0",137734.58,5,0
"Male","Married",3,22,7010.1,"Diploma",26,"Corporate","Phone",748,26,39132.24,"0",145531.3,5,3
"Female","Single",1,37,17166.07,"Bachelor's",24,"Retail","Phone",387,28,21756.55,"0",183052.81,1,8
"Female","Single",0,48,17019.76,"Bachelor's",22,"SME","Phone",491,16,38225.84,"0",128189.85,3,6
"Female","Married",1,50,94912.08,"Diploma",13,"Corporate","Phone",676,2,47655.67,"0",142917.92,4,4
"Male","Married",4,66,74399.72,"Master's",12,"Corporate","Phone",528,25,16790.84,"0",137904.52,5,1
"Male","Single",2,47,75198.28,"Diploma",23,"Retail","Email",442,7,45192.22,"0",232598.31,3,8
"Male","Single",3,41,36868.73,"High School",21,"Corporate","Email",617,29,18603.25,"0",123397.57,3,10
"Male","Divorced",0,28,28362.65,"Master's",7,"Retail","Email",741,5,29667.77,"0",224086.66,3,1
"Male","Divorced",3,35,96291.22,"Bachelor's",24,"SME","Phone",499,24,49837.74,"0",88529.74,5,8
"Male","Divorced",2,69,92429.59,"Master's",18,"Corporate","Email",553,4,42003.03,"1",6673.87,3,9
"Male","Married",5,58,16103.67,"High School",7,"SME","Phone",509,6,7840.55,"0",238106.94,2,1
"Female","Divorced",1,28,92966.37,"Bachelor's",3,"Retail","Email",606,26,46021.89,"0",224957.33,1,3
"Male","Married",0,55,40597.47,"Master's",15,"Corporate","Phone",580,8,33361.6,"1",32560.28,1,6
"Female","Married",2,51,96884.44,"Bachelor's",28,"SME","Phone",464,17,34622.16,"0",86313.47,3,4
"Female","Married",4,65,84619.13,"Master's",23,"Retail","Email",805,20,5241.63,"0",147202.7,2,9
"Female","Divorced",5,36,72403.14,"High School",2,"Retail","Email",432,24,46386.48,"0",220006.99,4,0
"Female","Married",3,42,5969.79,"High School",26,"SME","Email",636,11,20114.59,"0",231905.61,1,8
"Female","Married",2,20,70634.68,"High School",29,"SME","Email",595,9,42954.31,"0",243053.39,4,4
"Male","Single",1,56,79369.21,"Diploma",29,"SME","Email",737,22,5988.95,"0",130246.5,3,2
"Male","Divorced",5,29,66714.5,"Master's",9,"Corporate","Email",670,27,38225.61,"0",212689.86,5,1
"Female","Single",0,40,82630.27,"Master's",21,"SME","Email",595,15,42913.67,"0",212466.09,3,9
"Male","Single",4,52,47602.65,"Bachelor's",21,"Corporate","Email",514,23,28586.76,"0",160873.07,3,8
"Male","Single",1,35,58992.47,"High School",5,"Corporate","Email",646,18,33878.6,"0",232025.39,2,7
"Female","Single",0,54,99235.46,"Master's",17,"Corporate","Phone",654,9,19049.06,"0",122064.48,5,5
"Male","Married",4,55,58876.99,"Diploma",29,"Corporate","Email",797,14,13801.18,"0",198241.96,1,6
"Female","Single",4,48,96169.54,"Diploma",26,"Corporate","Email",562,24,22193.16,"0",193894.93,1,5
"Male","Married",0,27,91331.33,"Bachelor's",18,"Retail","Phone",845,24,33566.12,"0",61602.22,4,5
"Female","Married",2,51,72817.69,"Bachelor's",28,"Retail","Email",597,26,23616.54,"0",70586.73,1,5
"Female","Married",0,22,6473.86,"Master's",18,"Retail","Email",416,25,34961.96,"0",146438.66,2,9
"Female","Single",1,33,26073.11,"Master's",29,"Corporate","Email",415,24,9447.72,"0",204275.99,5,6
"Female","Single",3,51,58979.99,"Bachelor's",26,"Corporate","Email",534,14,27954.23,"0",164905.63,5,9
"Male","Divorced",0,53,65419.37,"High School",30,"SME","Phone",800,6,25402.14,"0",201017.19,3,10
"Male","Single",4,57,65317.91,"Bachelor's",29,"SME","Email",353,26,18476.5,"0",129674.57,2,2
"Male","Married",2,62,71540.1,"Bachelor's",26,"SME","Phone",603,8,46927.92,"0",187075.99,1,3
"Male","Divorced",4,51,17761.38,"High School",9,"Retail","Email",829,18,21392.82,"0",185254.03,5,4
"Female","Divorced",5,46,95668.09,"High School",26,"Corporate","Email",576,6,47748.92,"1",4977.73,1,5
"Female","Single",0,44,81342.63,"Bachelor's",5,"SME","Phone",465,26,35135.85,"0",122766.62,3,5
"Female","Divorced",2,20,82150.68,"Master's",12,"SME","Phone",399,15,20596.18,"0",173589.73,2,10
"Female","Single",4,68,8359.11,"Master's",28,"Retail","Email",812,5,25622.57,"0",51277.15,5,1
"Male","Married",1,74,27752.95,"Diploma",28,"SME","Email",658,27,19309.64,"0",11497.47,4,2
"Male","Single",3,62,16257.41,"Master's",16,"Retail","Phone",844,28,10824.33,"0",30675.26,5,9
"Male","Married",0,27,82276.66,"High School",22,"Corporate","Email",604,11,21717.53,"1",55440.75,1,7
"Female","Divorced",0,36,80196.17,"Bachelor's",1,"Retail","Phone",328,22,12497.62,"1",32771.6,1,2
"Male","Single",4,39,71165.56,"Diploma",4,"Corporate","Email",711,9,9371.95,"0",174723.82,3,10
"Female","Married",2,72,75590.68,"Diploma",27,"SME","Phone",548,30,4927.07,"0",106065.9,5,2
"Male","Single",3,24,61345.5,"Diploma",10,"Corporate","Email",343,16,26876.22,"1",11599.68,4,3
"Female","Divorced",5,28,35419.64,"Master's",30,"SME","Email",619,10,5044.27,"0",118673,5,6
"Female","Single",1,24,47689.91,"Diploma",12,"SME","Phone",735,11,37531.46,"0",42123.98,3,10
"Female","Single",0,39,70324.39,"Master's",25,"Corporate","Email",555,27,1119.04,"0",29990.66,1,0
"Male","Single",5,42,99479.36,"High School",16,"Retail","Email",822,13,42736.09,"0",82133.25,1,5
"Female","Married",0,41,48779.67,"Bachelor's",18,"SME","Phone",688,1,38844.42,"0",231172.85,3,8
"Male","Single",5,50,73103.4,"High School",29,"SME","Phone",340,27,6701.38,"0",171595.76,3,5
"Female","Divorced",1,73,65189.13,"Diploma",28,"Retail","Email",774,2,43352.24,"0",129281.23,5,1
"Male","Married",1,59,14040.56,"High School",15,"Corporate","Email",450,13,33781.29,"0",204187.08,3,2
"Female","Married",1,29,31455.79,"High School",30,"Corporate","Email",338,8,9951.58,"0",247597.18,3,4
"Female","Married",4,67,32159.64,"Bachelor's",20,"Corporate","Phone",844,14,17053.93,"0",82603.55,1,2
"Female","Divorced",2,43,40890.87,"High School",23,"Retail","Email",754,9,20815.48,"0",123575.72,3,7
"Female","Divorced",2,56,97904.25,"Master's",10,"Corporate","Email",339,26,23349.81,"0",232804.09,2,7
"Female","Married",3,37,80694.4,"Master's",1,"SME","Phone",373,24,19354.8,"0",231097.86,5,9
"Male","Single",5,68,48187.91,"Diploma",24,"Retail","Email",538,23,8030.33,"0",174726.95,4,6
"Male","Divorced",4,56,78768.9,"Diploma",26,"Corporate","Email",757,26,26079.78,"0",27646.6,3,3
"Male","Married",4,22,54745.07,"Diploma",16,"Corporate","Email",531,21,38726.85,"0",131291.75,3,0
"Female","Divorced",4,35,53272.46,"Bachelor's",7,"SME","Phone",679,15,49944.18,"0",71183.64,1,7
"Female","Divorced",4,46,59211.56,"Diploma",20,"Corporate","Phone",772,3,6632.77,"0",60122.54,1,7
"Male","Divorced",5,34,65215.5,"Bachelor's",1,"Retail","Email",632,24,44600.13,"0",110068.14,1,4
"Male","Single",1,30,80698.25,"High School",4,"Corporate","Phone",465,26,5739.41,"0",155447.52,1,0
"Male","Divorced",5,63,38263.87,"Master's",9,"SME","Email",665,25,35318.41,"0",153901.75,3,4
"Female","Divorced",2,75,22487.95,"Master's",28,"Corporate","Email",517,11,28011.43,"0",145306.65,3,9
"Female","Married",4,74,7104.71,"High School",7,"SME","Phone",558,18,11235.01,"0",73972.72,5,0
"Female","Married",0,74,90068.65,"High School",7,"Retail","Email",525,6,48172.51,"0",138887.19,1,3
"Male","Single",1,31,69021.84,"Master's",3,"SME","Email",400,26,38411.67,"0",159643.47,3,7
"Female","Single",5,29,9250.44,"Bachelor's",20,"SME","Email",544,1,25143.02,"0",61494.28,5,9
"Male","Married",0,68,97584.61,"Master's",19,"SME","Email",562,7,39830.42,"0",242940.27,3,9
"Female","Married",0,73,71774.43,"Master's",29,"SME","Phone",759,1,7591.11,"0",115400.74,2,7
"Male","Single",3,74,12250.04,"High School",6,"SME","Phone",558,5,8945.6,"0",132832.27,4,1
"Female","Divorced",3,35,92164.04,"Master's",10,"Retail","Phone",812,1,19254.69,"1",6738.05,2,6
"Female","Married",2,43,79861.72,"Diploma",14,"Corporate","Email",449,27,36811.3,"1",33231.68,1,5
"Female","Divorced",3,56,87025.65,"Master's",26,"Retail","Phone",447,12,18474.69,"1",22478.15,2,4
"Female","Divorced",4,34,15922.33,"Bachelor's",27,"Retail","Email",371,6,1130.98,"1",49665.41,3,5
"Male","Married",1,19,36085.51,"High School",14,"Corporate","Phone",587,1,39864.8,"0",91139.74,4,8
"Male","Married",3,63,45566.12,"Master's",1,"Corporate","Email",652,9,21224.26,"0",108384.91,4,6
"Female","Single",5,41,87540.83,"Bachelor's",15,"Retail","Phone",356,16,34540.06,"0",200069.64,4,2
"Female","Married",5,44,31975.2,"High School",16,"Retail","Email",348,14,29658.46,"0",166374.61,1,3
"Female","Married",2,44,98180.89,"Diploma",18,"SME","Phone",421,20,5040.89,"1",23108.9,1,6
"Male","Married",1,21,26312.81,"Bachelor's",13,"Corporate","Email",666,30,14165.25,"0",186241.52,1,3
"Female","Divorced",0,34,31107.15,"High School",17,"Corporate","Email",627,18,34984.21,"0",120835.73,4,8
"Male","Married",4,33,64063.31,"Bachelor's",21,"Retail","Email",695,1,49294.22,"0",146026.39,5,1
"Female","Divorced",3,72,46694.74,"Diploma",10,"SME","Email",415,18,12869.89,"0",109158.82,3,5
"Male","Single",1,56,28202.14,"Diploma",14,"SME","Phone",802,12,38915.62,"0",101642.87,3,6
"Female","Married",3,19,71377.77,"Bachelor's",13,"SME","Phone",723,3,5261.25,"0",241187.73,2,1
"Female","Divorced",1,76,20017.61,"Bachelor's",1,"Retail","Phone",570,10,7666.42,"0",184167.87,5,0
"Male","Single",0,22,44076.59,"Diploma",26,"Corporate","Phone",364,22,15464.3,"0",221277.89,5,1
"Female","Married",2,22,94880.6,"Diploma",29,"Corporate","Email",375,20,3396.29,"0",85180.8,2,7
"Female","Single",1,22,89660.77,"Bachelor's",7,"SME","Email",696,1,29815.07,"0",124932.37,3,5
"Male","Married",4,63,30772.47,"Master's",14,"Retail","Phone",618,13,45637.22,"0",202663.65,5,7
"Female","Married",1,61,91639.7,"Bachelor's",3,"SME","Phone",666,7,15293.52,"0",45702.47,1,4
"Female","Married",3,53,57699.26,"High School",11,"Corporate","Email",620,21,5611.56,"0",35071.88,5,10
"Male","Married",5,21,27471.46,"Diploma",14,"SME","Email",352,24,29533.26,"0",125539.22,1,6
"Female","Divorced",5,52,33611.48,"Bachelor's",5,"Corporate","Email",799,26,38315.71,"0",197714.55,2,4
"Female","Divorced",3,59,50508.16,"High School",17,"Retail","Phone",685,1,5419.05,"0",105310.67,4,9
"Male","Married",1,67,55494.82,"Bachelor's",10,"Corporate","Email",408,27,10186.35,"1",29377.43,4,6
"Female","Divorced",0,25,48313.34,"High School",7,"Corporate","Phone",381,25,25474.21,"1",36271.3,1,4
"Male","Divorced",3,61,88217.74,"Bachelor's",16,"Corporate","Phone",467,12,2737.64,"0",104989.66,5,3
"Female","Divorced",5,31,78725.99,"Diploma",17,"SME","Email",845,19,22009.67,"0",188124.02,1,3
"Female","Divorced",4,36,89706.18,"Bachelor's",21,"SME","Phone",425,14,42782.27,"1",39518.85,4,9
"Female","Married",5,51,26099.9,"High School",14,"SME","Email",710,26,34165.76,"0",246269.89,5,9
"Female","Single",4,65,91733.84,"Bachelor's",11,"SME","Phone",488,14,44712.08,"0",167628.43,3,5
"Male","Married",0,59,13885.53,"Master's",19,"SME","Email",826,15,35307.35,"0",99247.56,5,7
"Female","Divorced",0,32,86814.86,"High School",27,"Retail","Email",445,15,7928.15,"0",152560.59,1,3
"Male","Married",3,75,95541.71,"Bachelor's",4,"Retail","Phone",478,5,11511.73,"0",92173.33,3,9
"Female","Single",1,30,82539.67,"Diploma",20,"Corporate","Phone",382,29,36671.44,"1",57436.35,3,7
"Female","Divorced",4,73,28165.04,"Bachelor's",24,"Retail","Email",696,16,1446.04,"0",223919.25,2,8
"Female","Married",1,53,77821.55,"Bachelor's",29,"Retail","Phone",473,19,23781.9,"0",139208.82,3,5
"Female","Divorced",5,56,17221.25,"Diploma",6,"Corporate","Email",639,16,5730.74,"0",182434.87,4,3
"Male","Single",1,38,56797.1,"High School",3,"Retail","Email",831,9,47003.55,"0",86248.43,3,6
"Female","Single",1,44,79379.17,"Bachelor's",13,"Corporate","Phone",570,13,16412.91,"0",157417.13,3,0
"Female","Single",4,56,12393.42,"High School",25,"Corporate","Email",771,18,49016.55,"0",175151.32,1,9
"Male","Divorced",0,56,74058.48,"Diploma",21,"SME","Email",547,28,13919.84,"0",107891.71,2,10
"Female","Divorced",3,76,80796.77,"Master's",10,"Retail","Email",336,20,43449.84,"0",178284.83,1,6
"Male","Married",1,74,82027.45,"Master's",15,"Retail","Email",781,26,10876.34,"0",149674.35,5,9
"Male","Married",1,49,18011.92,"Bachelor's",30,"Retail","Email",627,6,8382.13,"0",165484.12,4,10
"Female","Divorced",0,45,89286.29,"Diploma",14,"Retail","Email",658,15,13290.76,"0",80066.78,4,4
"Female","Married",4,52,86573.64,"High School",27,"SME","Phone",639,12,8649.51,"0",125985.24,5,7
"Male","Single",4,40,46198.83,"Diploma",13,"Retail","Phone",448,18,13889.09,"0",109536.22,1,7
"Male","Married",3,19,78508.32,"Diploma",6,"Retail","Email",401,26,28658.77,"0",60556.39,2,0
"Female","Single",2,55,46810.61,"Master's",24,"Corporate","Email",480,6,4453.98,"0",225094.32,4,5
"Female","Divorced",2,47,6469.68,"High School",10,"Corporate","Phone",584,3,35280.51,"0",166877.51,1,1
"Female","Single",4,56,35761.89,"Master's",28,"Corporate","Phone",525,4,46781.75,"0",213566.29,5,5
"Female","Married",2,61,25217.48,"Diploma",7,"Retail","Phone",470,10,38517.64,"0",172103.88,3,10
"Male","Divorced",2,32,23183.85,"Master's",25,"SME","Phone",702,24,19650.82,"0",129782.19,3,7
"Female","Divorced",5,53,44945.27,"Diploma",20,"Corporate","Email",599,30,30452.41,"0",136650.88,4,5
"Male","Married",2,50,18909.16,"Master's",25,"Corporate","Email",790,22,13875.99,"0",3095.36,5,0
"Male","Single",0,66,68331.8,"Master's",4,"SME","Email",586,4,33537.51,"0",181816.65,2,1
"Female","Married",2,52,65609.39,"High School",24,"SME","Phone",490,13,5526.8,"0",208661.04,3,10
"Female","Single",3,21,16500.03,"Bachelor's",16,"Corporate","Email",574,29,7279.24,"0",182792.47,4,8
"Female","Divorced",3,46,64583.66,"Diploma",24,"Retail","Phone",367,24,22405.92,"0",118812.22,4,1
"Male","Single",1,56,33477.41,"Diploma",1,"Retail","Email",481,8,33389.83,"1",39311.3,2,7
"Male","Single",5,25,23566.08,"Master's",15,"SME","Email",783,1,18690.16,"0",41853.99,1,1
"Male","Single",4,68,67985.81,"Diploma",5,"SME","Phone",784,7,34129.97,"0",16920.86,3,1
"Male","Married",5,36,51355.56,"Bachelor's",28,"SME","Email",744,27,7495.8,"0",97484.2,1,7
"Female","Single",3,74,28542.95,"High School",5,"Corporate","Phone",535,19,19512.94,"0",197674.15,5,5
"Female","Divorced",5,40,79562.93,"Master's",10,"Corporate","Email",329,13,17670.52,"1",27055.77,2,9
"Female","Married",3,24,45354.38,"High School",30,"Retail","Phone",461,21,45405.84,"0",68243.03,3,4
"Female","Single",4,65,19917.74,"Bachelor's",5,"Corporate","Phone",320,18,31426.75,"0",116867.01,2,5
"Female","Divorced",2,46,31037.45,"Diploma",22,"SME","Email",669,18,2415.04,"0",65604.51,4,8
"Male","Married",3,37,29814.5,"Diploma",26,"Corporate","Phone",478,3,30537.15,"0",64575.14,3,1
"Female","Married",1,44,51706.9,"High School",25,"Retail","Phone",743,13,3706.23,"0",97756.01,2,1
"Female","Divorced",3,26,70415.17,"Bachelor's",24,"SME","Email",339,8,25383.87,"0",113743.02,4,5
"Female","Married",1,54,9057.91,"Diploma",30,"Retail","Phone",836,7,18544.62,"0",165166.07,2,3
"Male","Married",3,35,50880.39,"Diploma",12,"SME","Phone",657,20,33926.56,"0",99730.44,5,9
"Male","Divorced",3,72,72242.11,"Diploma",30,"SME","Email",355,6,15129.78,"0",176759.16,5,8
